UserName,FullName,Date,Hashtags,Tweet,Likes,RTs
,,Jan 11,"Thieves,NoMoreChildAbuse,JusticeForZainab","Thieves cannot eliminate Theft
 Murderers cannot eliminate killings
How can a Killer government punish Murderers and rapists when it itself is comprised of Murderers???
This govt. is only gud at opening fire on innocents
No Humanity Left?
#NoMoreChildAbuse #JusticeForZainab pic.twitter.com/m11pIXkiev",,
,,Jan 11,"GEO,JusticeForZainab",GEO News anchors are very sad for #JusticeForZainab and even more sadder that it did not happen in KPK.,,
,,Jan 11,"Watch,JusticeforZainab,NadeemMalikLive,SamaaTvpic.twitter.com/qeEY1fjZ79","Watch Zainab’s uncle shocking revelation about DPO Kasur in @nadeemmalik’s show
#JusticeforZainab #NadeemMalikLive #SamaaTvpic.twitter.com/qeEY1fjZ79",,
,,Jan 11,"Q:,JusticeForZainab","Q: How does Shahzeb Khanzada look sad?
A: He uses a foundation that is a shade darker.
#JusticeForZainab",,
,,Jan 11,"7,JusticeForZainab","7 days since she went missing... 
2 days since she was found ... dead 
Whole State machinery at work .... 
Still ... 
1 culprit is not found ! 
#JusticeForZainab",,
,,Jan 11,"Rt,JusticeForZainab","Rt it That’s How To Teach Our Children Against Child Abuse 
#JusticeForZainab pic.twitter.com/7hHVideSKX",,
,,Jan 11,#JusticeForZainab,#JusticeForZainab The drama of Khadim e Ala continues while Kasur burns. The Punjab Govt is paralysed. The FIR registered against the Police is faulty and they will get off the hook soon and the families are being paid off to keep them quiet.,,
,,Jan 11,"Shehbaz,Zainab's,JusticeForZainab","Shehbaz Sharif went to #Zainab's home at 4:30 am in the morning just because he was scared that people are going to attack or question him. He is a loser in real, @ImranKhanPTI 
#JusticeForZainab 
For more videos: http://bit.ly/2ARlFlo pic.twitter.com/4HiEd85Zog",,
,,Jan 11,"A,JusticeForZainab","A must watchfull video message,,
Plz watch, share & RT for awareness.
Thanx.
#JusticeForZainab pic.twitter.com/hqneTiETAE",,
,,Jan 11,"Parents,Zainab's,JusticeForZainab","Parents can't even imagine a slight pain for their kids. Imagine #Zainab's parents be going through. 
She ain't the only soul who went through this, there are many more silenced by the society. 
#JusticeForZainab",,
,,Jan 11,"Political,JusticeForZainab","Political scoring or take it for one's political mileage on brutal rape & murdered of angel Zainab is as heinous crime as rape. It's not failure of Punjab Govt or her family but a whole society is responsible.We must educate & create awareness among debauches. 
#JusticeForZainab",,
,,Jan 11,"When,Ahmadi,JusticeForZainab","When a Muslim Mullah molest/abuse ur children in Madrassah, he remains a Muslim.
When a Muslim man rape & kill ur daughters, he remains a Muslim.
But when an #Ahmadi Muslim is assigned to get u justice, you dont trust him & demand a Muslim to get u Justice. Smh #JusticeForZainab",,
,,Jan 11,#JusticeForZainab,"#JusticeForZainab
Don't kill. We want to see the killer arrested alive. Police can kill anyone and can claim that 'here is the culprit': @KlasraRauf @AmirMateen2 @sarwatvalim @92newschannelpic.twitter.com/h8ZBkzouFV",,
,,Jan 11,"DPO,JusticeForZainab","DPO asked family of Zainab to pay Rs. 10,000 as reward to police constable who found her  body in heap of garbage...n tht too after 4 days. Disgusting n shameful.
#JusticeForZainab",,
,,Jan 11,"misogynistic,JusticeForZainab",misogynistic medieval attitudes towards women need to be eradicated amongst south asian families & communities...men are taught nothing while girls are taught to stay silent normalising sexual abuse/rape #JusticeForZainab,,
,,Jan 11,"Watch,11thHour,JusticeForZainab","Watch #11thHour Special with @WaseemBadami from Qasur.
#JusticeForZainab pic.twitter.com/4nWBbCOn4n",,
,,Jan 11,"Do,JusticeForZainab","Do show this to your children, if they  raise question than address them properly so they will learn how to protect themselves in society of evils who take advantage of innocent children. #JusticeForZainab @Justice4zainab7 @alinashigri @javerias @SaimaMohsin @beenasarwarpic.twitter.com/eS0gfzVakX",,
,,Jan 11,"Today’s,PressClub,JusticeForZainab,CRMpic.twitter.com/M7Il8dYYCR",Today’s Protest At #PressClub #JusticeForZainab organised by #CRMpic.twitter.com/M7Il8dYYCR,,
,,Jan 11,"Her,NoMoreChildAbuse,JusticeForZainab","Her name was Maheen, just 3 yr old, on 7 april 2017 she was kidnapped, raped and killed. After that killer throw her in garbage basket outside her house. Her uncle just send this msg to me  This all happened in ""safe city islamabad "" #NoMoreChildAbuse 
#JusticeForZainab pic.twitter.com/f3myCDzMjl",,
,,Jan 11,"Share,JusticeForZainab,justiceforzainab","Share this as much as...
#JusticeForZainab
Guys India or Pakistan nhi yeh baat ek choti bacchi ki hai..
I'm INDIAN but i want #justiceforzainab 
@iPGaur @OfficialMeher @RajBaddhan @dibang @aajtak @timesofindia @IndiainPakistanpic.twitter.com/u4u24Jn4ro",,
,,Jan 11,"Nakaam,PPP,PMLN,JusticeForZainab","Nakaam League faces music, tasting their own medicine. #PPP MNAs & MPAs houses were attacked during protests over load shedding led by Notanki Aala Showbaz Sharif in 2012. Now public taking on them with trend they set, attacking #PMLN MNA & MPA houses in Kasur. #JusticeForZainab",,
,,Jan 11,"#JusticeForZainab,KainatBatool,","#JusticeForZainab we cant save Zainab but now we can save #KainatBatool, Kainat need our help now we can save our Princess Kainat.pic.twitter.com/b0bZRQ1zCK",,
,,Jan 11,"PROPHET,JusticeForZainab","PROPHET MUHAMMAD SAW 
SAID ..
CHILDERN ARE FLOWERS OF PARADISE .....
#JusticeForZainab pic.twitter.com/hhEHvzALvG",,
,,Jan 11,"Anger,JusticeForZainab",Anger and anguish over #JusticeForZainab http://bbc.in/2ExgLv5,,
,,Jan 11,"Every,JusticeForZainab",Every tweet I see about Zainab hits me so hard that I don't have it in me to like or RT those pictures. #JusticeForZainab,,
,,Jan 11,"Zainab’s,JusticeforZainab",Zainab’s last homework. #JusticeforZainab pic.twitter.com/XSk26Qbjv7,,
,,Jan 11,"A,JusticeForZainab","A man is born through a woman, he is raised by a woman, he falls in love with a woman, he marries a woman, a woman continues his legacy, yet he doesn’t respect a woman, let alone a daughter #JusticeForZainab",,
,,Jan 11,"#MahiraKhan,JusticeforZainab",#MahiraKhan demands #JusticeforZainab https://arynews.tv/en/mahira-khan-seeks-justice-zainab-likes/ …,,
,,Jan 11,"This,JusticeForZainab","This shameless Bastard is Law Minister or Punjab who's telling that Kasur rape incident was 7 years old Zainab's fault
This pimp once proudly admitted on live TV that his daughter is best dancer.
Ignore the language but i couldn't find more appropriate words
#JusticeForZainab https://twitter.com/geonews_urdu/status/951481877235404800 …",,
,,Jan 11,"Prophet,JusticeForZainab","Prophet Muhammad (ﷺ) said:
               “Obedience may not be offered to a human being if it involves disobeying Allah. Obedience should only be in good things.”
          Bukhari
 #JusticeForZainab",,
,,Jan 11,"Coming,JusticeForZainab","Coming Soon! 
What goes around, comes around. Soon these culprits will face the consequences of their horrific crimes because Karma is a Bitch and no one can escape from his/her fate.  
#JusticeForZainab pic.twitter.com/fqXuJnQS7t",,
,,Jan 11,"3000,JusticeForZainab","3000 security personnel outside Jati Umra for nawaz shareef! Waoo
Either give security to every Pakistani to avoid incidents like zainab's murder or take off the security from ur own bloody houses! 
Every life of Pakistan is precious. Not just politicians.
#JusticeForZainab",,
,,Jan 11,"Live,Kasur,JusticeForZainab","Live from #Kasur 
#JusticeForZainab pic.twitter.com/YOIQ7Hmnkf",,
,,Jan 11,"#ZainabKoInsaafDo,JusticeForZainab","#ZainabKoInsaafDo Everyone please WATCH and SHARE this awareness video. Wake up before it's too late. You, Me and everyone is somehow responsible for child abuse happening around. 
Be a responsible citizen
Realize your responsibility
Save our children
#JusticeForZainab pic.twitter.com/utSmvbvfjE",,
,,Jan 11,"I,JusticeForZainab","I won't be sharing Zaniab's mother's video out of reapect but it was so annoying to see a shameless female journalist was asking
""How are you feeling now?""
This rating hungry yellow journalism is curse for our society.
Koi Sharam hoti hai
Koi Haya Hoti hai
#JusticeForZainab pic.twitter.com/45qsvelrCA",,
,,Jan 11,"#JusticeForZainab,KainatBatool,","#JusticeForZainab we cant save Zainab but now we can save #KainatBatool, Kainat need our help now we can save our Princess Kainat.pic.twitter.com/D67WrBSj5e",,
,,Jan 11,"''If,JusticeForZainab,ZainabKoInsaafDo","''If a dog dies hungry on the banks of the River Euphrates, Umar will be responsible for dereliction of duty.''
-Hazrat Umar bin khattab R.A 
Allah hamaray hukamrano ko hidayat de  
#JusticeForZainab 
#ZainabKoInsaafDo",,
,,Jan 11,"Injustice,JusticeForZainab","Injustice anywhere is a threat to Justice everywhere.
Raise your voice for Zainab.
#JusticeForZainab pic.twitter.com/x6STxnW72a",,
,,Jan 11,"""Kids,JusticeForZainab","""Kids Awareness Message""
Firzam (my 9 yrs old son) initiated this awareness campaign. Please show this to your kids & encourage them to speak up for their safety.
#JusticeForZainab pic.twitter.com/icOowSI8Yp",,
,,Jan 11,"Condolences,JusticeForZainab",Condolences on behalf of all Fawadians. We want justice for this little sweet girl Zainab.. May her soul Rest in Peace.. Our heartfelt condolences to her family.. All of them Plzz comment under this post.. #JusticeForZainab  pic.twitter.com/VqN9WvBYcE,,
,,Jan 11,"This,JusticeForZainab",This broke my heart.Page from zainab copy. #JusticeForZainab pic.twitter.com/qL9UckgiPg,,
,,Jan 11,"Stand,JusticeForZainab","Stand up for what’s right. 
#JusticeForZainab pic.twitter.com/rZtZOUi6Co",,
,,Jan 11,"#DunyaVideos:,Zainab's,JusticeForZainab","#DunyaVideos: Shehbaz Sharif went to #Zainab's home at 4:30 am in the morning just because he was scared that people are going to attack or question him. He is a loser in real, @ImranKhanPTI tells @FrontlineKamran 
#JusticeForZainab 
For more videos: http://bit.ly/2ARlFlo pic.twitter.com/VHH6T2u4jF",,
,,Jan 11,"This,JusticeForZainab","This picture is circulating everywhere. Those sharing it are calling him a suspect in Kasur case. He is not, he is PAT Rawalpindi's member. Your allegations can give incompetent Punjab Government a chance to settle scores with PAT/TuQ. Please, Retweet. Thanks! #JusticeForZainab pic.twitter.com/wmN38eKHbg",,
,,Jan 11,"I,Ahmadi",I wish he knew that I‘m an #Ahmadi mother who could not sleep last night thinking about his loss!#JusticeforZainab https://twitter.com/abbasnasir59/status/951472420749234176 …,,
,,Jan 11,"Protests,JusticeForZainab",Protests continue in various Pakistani cities against the rape and murder of 6-year-old Zainab #JusticeForZainab http://dawn.com/news/1382243 pic.twitter.com/rC6HzlXi6N,,
,,Jan 11,"How,JusticeForZainab!","How to avoid child abuse? 
Please educate your child! 
#JusticeForZainab! pic.twitter.com/RIz3gBNxDm",,
,,Jan 11,"No,ZainabKoInsaafDo,JusticeForZainab","No Words
#ZainabKoInsaafDo
#JusticeForZainab pic.twitter.com/ldHuJK1TbK",,
,,Jan 11,"Joined,JusticeForZainab","Joined the protest on Canal Bank Road Lahore Thokar side. Total 18 citizens. How is that going to pressure Govt, Nooras, Punjab Police. Other protests also not more than 20-40. #JusticeForZainab Sutti hoyi qaum",,
,,Jan 11,"Zainab’s,JusticeForZainab","Zainab’s father is saying that head of the JIT should be a Muslim and not an Ahmadi.
It’s hight time we start caring more about humanity than religion.
 #JusticeForZainab",,
,,Jan 11,"Anwser,JusticeForZainab","Anwser and retweet must .. Guys.
#JusticeForZainab pic.twitter.com/hp6b3kgh6O",,
,,Jan 11,"Some,JusticeForZainab","Some signs of the last day as reported  in Hadith
A man is honored through fear of the evil he may do
Singing-girls & stringed instruments make their appearance
Wines are drunk
Last members of this people curse the first ones
Most wicked member becomes ruler
 #JusticeForZainab",,
,,Jan 11,".@TheMahiraKhan,JusticeForZainab",".@TheMahiraKhan Made A Powerful Statement Regarding Zainab’s Murder And You Will Definitely Agree With Her
#JusticeForZainab 
http://bit.ly/2AONsCd",,
,,Jan 11,"Has,JusticeForZainab","Has anyone seen Reham Khan or Lullalai doing a press conference and demanding CM's resignation on recent horrific rape incidents in Punjab?
Correct me if I'm wrong, but the truth is that dogs do not bark at their master who feeds them bones!
#JusticeForZainab",,
,,Jan 11,"Zainab,JusticeForZainab","Zainab our heads are Down with shame,we couldn't save you when you cried 
 #JusticeForZainab pic.twitter.com/znrpXFRBNh",,
,,Jan 11,"At,Kohsar,JusticeForZainab,zainab","At the vigil in #Kohsar along @ArmeenaRK #JusticeForZainab The state should start taking responsibility of its children. Actions would matter more than words and tweets, and if we forget #zainab like we have forgotten so many other incidents than it would be our fault as a Nationpic.twitter.com/FpxCz9t0oR",,
,,Jan 11,"Prophet,JusticeForZainab","Prophet Mohammad ﷺ said,
      ""The people before you were destroyed because they used to inflict the legal punishments on the poor and forgive the rich""
 #JusticeForZainab",,
,,Jan 11,"90%,JusticeForZainab","90% child abuse is done by a relative, someone known or related to children says @ShehzadRoy @Kashifabbasiary #JusticeForZainab",,
,,Jan 11,"Victimized,JusticeForZainab,SirajUlHaqStands4Zainabpic.twitter.com/AevXPxnNmI","Victimized Innocent Girl did nothing wrong, Punjab Police and Gov't both are incompetent as they are only Spactating Public Humiliations. 
Rulers have to wake up, there's a Zainab in every Single Home!
#JusticeForZainab 
#SirajUlHaqStands4Zainabpic.twitter.com/AevXPxnNmI",,
,,Jan 11,"I,JusticeForZainab","I am deeply saddened and heartbroken by the news coming out of Pakistan of the rape and murder of Zainab, 7 years, who was found dead in a rubbish dumpster on Tuesday. CHILD RAPE MUST STOP NOW. #JusticeForZainab pic.twitter.com/AhOLJ3JaDH",,
,,Jan 11,"As,JusticeForZainab","As a father of two daughters, I am shaken and terrified on this incidence. I pray for the family of Zainab and demand from all authorities to take the strongest possible action against the murderer. #JusticeForZainab",,
,,Jan 11,"A,Zainab,JusticeForZainab","A look into #Zainab murder investigation
#JusticeForZainab 
Details: https://www.samaa.tv/pakistan/2018/01/look-zainab-murder-investigation/ …https://www.samaa.tv/pakistan/2018/01/look-zainab-murder-investigation/ …",,
,,Jan 11,"PTI,JusticeForZainab","PTI leadership offered Fateha for Zainab at her residence in Kasur...
#JusticeForZainab pic.twitter.com/t1cL6RQsxK",,
,,Jan 11,"Her,JusticeForZainab","Her last Home Work....
Heart breaking....
#JusticeForZainab pic.twitter.com/asY2u0D88M",,
,,Jan 11,"To,JusticeForZainab",To Whom It May Concern                   #JusticeForZainab pic.twitter.com/D7ttVdCWmU,,
,,Jan 11,"Look,سزا_سر_عام,JusticeForZainab","Look at her pretty face
How evil, stone hearted and malicious these people are who took the life of an innocent angel 
Do these butchers deserve any mercy? 
#سزا_سر_عام
#JusticeForZainab pic.twitter.com/a7aotwhWwg",,
,,Jan 11,"Is,JusticeForZainab","Is it still difficult to find of the culprit???
Punjab Policy Police is badly failed...
Where is good governance??? Just to give money to the victim's family???
#JusticeForZainab pic.twitter.com/vkaWcDBM2q",,
,,Jan 11,#JusticeForZainab,#JusticeForZainab Protest infront of National Press Club Islamabad pic.twitter.com/dxe4UObhDw,,
,,Jan 11,"This,JusticeForZainab","This kid has an important message for all of us.
#JusticeForZainab pic.twitter.com/WtAyVPQ9kC",,
,,Jan 11,"Has,JusticeForZainab","Has any other political leader reached Kasur for fighting the case of Zainab except Siraj Ul Haq and Dr Tahir ul Qadri???
#JusticeForZainab pic.twitter.com/MS0NsVTN6h",,
,,Jan 11,"An,Indian,JusticeForZainab","An #Indian News Channel showing @Kiran_Naz_ with her daughter on @SAMAATV demanding justice for the little angle, Zainab 
#JusticeForZainab pic.twitter.com/OiYAQRVxnQ",,
